raisedhands,VisITedResources,AnnouncementsView,Discussion,gender,NationalITy,PlaceofBirth,StageID,GradeID,SectionID,Topic,Semester,Relation,ParentAnsweringSurvey,ParentschoolSatisfaction,StudentAbsenceDays,Class
10,18,71,38,1,3,3,2,0,0,0,0,0,1,1,0,M
16,90,15,11,0,2,2,2,0,1,4,0,0,0,1,1,M
28,60,19,50,1,4,4,1,4,0,8,0,0,1,1,1,M
20,22,53,13,1,1,1,2,0,1,4,1,1,0,1,0,L
80,87,74,68,1,7,7,1,5,0,5,0,0,1,1,1,M
50,40,52,66,0,4,4,1,3,0,7,1,0,1,0,1,M
74,60,56,37,1,2,2,1,3,0,3,1,1,0,1,1,H
62,70,44,60,0,4,4,1,5,0,8,0,1,0,0,0,H
95,82,82,70,0,12,12,1,3,0,3,0,1,1,1,1,H
10,12,29,93,0,3,3,2,0,1,0,1,0,0,0,0,L
55,33,6,9,1,4,4,2,0,1,7,0,0,0,0,0,L
90,91,80,81,1,2,2,1,5,0,2,0,0,1,1,1,H
79,88,79,20,1,3,3,1,5,0,2,1,1,1,1,0,M
80,90,70,80,1,13,13,0,7,0,7,0,1,1,1,1,H
13,5,18,19,1,4,4,0,9,0,3,0,0,0,0,0,L
75,71,76,80,1,7,3,1,3,0,3,1,1,1,1,1,M
27,22,22,40,0,11,11,1,4,0,8,0,0,0,1,1,M
27,15,42,53,1,6,6,1,5,1,0,1,0,0,0,0,L
14,13,3,70,0,4,4,1,4,0,7,0,0,0,0,0,L
15,4,12,7,1,5,5,2,0,1,4,1,1,0,1,0,L
95,87,62,81,1,3,8,1,5,0,5,0,0,0,0,1,M
70,98,7,5,0,12,12,2,0,1,7,0,0,1,1,1,M
1,0,1,12,1,4,4,2,0,1,7,0,0,0,0,0,L
2,5,3,50,1,4,4,2,0,1,7,0,0,0,0,0,L
14,60,11,75,0,4,4,2,0,2,7,0,0,1,1,1,H
19,72,15,50,1,9,9,1,4,0,9,0,0,1,1,0,M
72,98,52,15,0,12,12,2,0,1,4,0,1,1,1,1,H
49,94,42,7,1,0,0,2,1,0,8,1,1,0,0,0,M
12,22,59,83,1,3,3,2,0,1,0,1,0,1,0,0,L
80,80,46,61,1,3,3,1,4,0,1,0,0,1,0,1,M
60,60,3,60,1,4,4,2,0,2,7,0,0,0,0,1,M
30,17,14,57,0,3,3,1,5,0,6,0,0,0,0,0,L
72,21,22,26,1,7,3,1,3,0,3,0,1,1,1,1,H
15,52,83,11,0,11,11,2,0,1,4,1,1,1,0,1,M
29,22,9,20,1,4,4,1,4,0,7,0,0,1,1,1,M
0,5,7,2,1,4,4,0,7,0,7,0,0,0,0,0,L
11,20,21,23,0,3,3,2,1,1,10,0,1,0,0,1,M
53,75,72,23,1,6,6,1,5,0,0,1,1,0,0,1,M
10,7,0,30,1,4,4,2,1,0,7,0,0,0,0,0,L
3,12,4,33,0,4,4,2,0,1,7,0,0,0,0,1,L
81,86,86,41,1,7,3,1,5,0,6,0,0,1,1,1,M
60,52,23,33,1,4,4,2,0,1,4,1,1,0,1,1,M
20,14,12,19,1,12,12,1,5,0,8,0,0,0,0,0,L
11,2,0,50,1,4,4,2,0,1,7,0,0,0,0,0,L
0,0,5,80,0,4,4,2,0,1,7,0,0,1,1,0,L
10,94,40,11,0,3,3,2,0,1,4,0,1,1,1,1,M
12,11,8,40,1,4,4,1,4,1,10,0,0,0,0,0,L
40,87,50,41,1,3,3,2,0,1,4,0,1,0,0,1,M
0,6,4,15,1,4,4,2,0,2,7,0,0,1,0,1,L
82,31,52,25,1,7,3,1,3,0,3,0,1,0,1,1,M
40,38,32,36,1,3,3,1,3,0,3,0,0,0,0,0,M
19,98,20,2,0,3,3,1,5,0,2,1,0,1,1,1,H
87,81,42,19,1,10,10,1,5,2,11,1,1,1,1,1,H
50,79,10,31,1,3,3,1,4,1,1,0,0,0,0,1,M
4,5,40,16,1,4,4,1,4,0,7,0,0,1,1,0,L
2,9,10,1,1,3,3,1,4,0,1,0,1,0,0,0,L
15,43,42,33,1,4,4,1,5,0,0,1,0,1,1,1,M
98,87,86,84,0,3,3,2,1,0,10,0,1,0,1,1,H
32,44,29,89,0,3,3,2,1,1,10,1,0,1,0,1,M
62,61,82,40,1,4,4,1,5,1,11,1,0,1,0,1,M
76,81,80,86,1,3,3,1,4,0,1,0,0,0,1,1,H
95,91,62,53,1,4,4,1,5,0,0,1,1,1,1,1,M
70,40,2,16,0,4,4,1,3,0,9,1,0,0,0,0,L
55,13,35,90,1,4,4,1,4,0,8,0,0,0,0,0,M
87,81,22,70,1,4,4,1,5,1,11,1,1,1,0,1,H
80,89,23,68,1,3,8,1,5,0,5,1,0,0,0,1,H
70,58,73,91,1,8,11,0,8,1,8,1,0,1,0,1,H
35,80,34,22,1,3,3,1,4,0,1,1,0,0,1,0,M
80,90,49,55,0,12,12,1,4,1,8,0,1,1,0,1,H
69,34,12,17,1,4,4,2,1,0,3,1,1,0,0,0,L
0,8,11,70,1,4,4,2,0,1,7,0,0,1,1,0,L
42,24,12,24,0,3,3,2,1,0,10,1,0,0,0,0,L
24,35,23,22,0,4,4,2,0,2,7,0,1,1,1,0,M
72,80,58,66,1,3,3,1,4,1,10,1,1,0,0,1,M
25,89,21,13,0,3,3,2,0,1,4,1,1,1,1,1,M
23,82,20,30,0,3,3,2,0,1,4,1,1,0,1,1,H
87,92,74,89,1,3,3,1,5,0,6,0,1,1,1,1,H
89,92,89,83,1,7,7,1,4,0,1,1,0,1,1,1,H
77,80,12,19,0,4,4,2,0,2,7,0,1,1,1,0,M
24,35,18,31,1,9,9,2,0,0,4,0,0,0,0,1,M
92,31,42,27,1,7,3,1,3,0,3,1,1,1,1,1,H
74,62,49,43,0,3,3,1,5,0,5,1,1,1,1,0,M
20,88,31,28,1,3,3,2,0,0,0,0,0,1,1,0,M
17,61,42,14,1,4,4,1,5,2,11,1,0,0,0,1,M
78,98,10,11,0,7,3,2,0,1,4,0,0,0,1,1,M
100,80,2,70,0,4,4,2,0,1,7,0,0,0,0,1,H
80,95,21,28,1,2,2,2,0,0,0,0,0,1,1,1,H
85,66,12,23,0,4,4,1,5,0,0,1,0,0,0,1,M
39,15,16,50,1,4,4,0,9,0,3,0,0,0,1,0,L
2,19,10,50,0,4,4,2,4,0,7,0,0,1,1,0,L
80,81,71,30,1,3,3,1,5,0,5,0,1,1,1,1,M
19,65,50,10,1,10,10,1,4,0,9,1,0,0,0,0,L
92,65,62,53,1,4,4,1,5,0,0,1,1,1,1,1,H
50,95,23,10,0,3,3,2,0,0,4,1,1,1,1,1,H
79,84,82,37,0,3,3,1,3,0,3,1,1,0,0,1,H
12,44,25,39,0,3,3,2,1,1,10,1,1,0,0,1,M
35,80,50,70,0,4,4,1,5,0,0,0,0,1,1,1,H
96,95,70,70,0,9,9,1,4,0,1,0,1,1,1,1,H
18,28,40,20,1,3,3,1,3,0,3,1,0,1,0,0,M
80,80,62,11,1,3,3,1,5,0,2,0,1,1,1,0,M
84,92,29,43,0,3,3,1,5,0,2,1,1,1,1,1,H
70,83,70,23,1,3,3,1,5,0,5,1,1,1,1,1,M
35,92,29,33,1,3,3,2,0,1,4,1,1,0,0,1,M
89,92,40,28,0,2,2,2,0,1,0,0,1,1,1,1,H
82,89,22,31,0,3,3,1,5,0,2,0,1,1,1,1,H
70,90,20,21,0,7,3,2,0,0,4,0,1,0,1,1,M
52,10,13,6,1,3,3,1,4,1,10,1,0,0,0,0,L
50,90,37,70,0,8,8,1,4,1,10,0,0,1,1,1,M
35,14,23,62,0,3,3,1,5,0,6,1,0,0,0,0,L
72,74,82,89,0,3,3,2,1,0,10,1,1,0,1,1,H
30,98,42,21,1,3,3,2,0,1,4,0,1,1,1,1,H
75,85,52,43,1,4,4,1,5,0,10,0,0,1,1,1,M
15,6,32,40,1,4,4,2,1,0,8,1,0,1,1,1,H
69,76,82,94,0,4,4,2,1,0,10,1,0,0,0,1,M
11,70,32,29,1,3,3,1,3,0,3,1,0,1,1,0,M
27,41,49,14,1,10,10,1,5,2,11,1,1,0,0,1,M
75,80,15,20,0,7,3,2,0,0,4,1,1,0,1,1,M
77,82,74,79,1,3,3,1,5,0,5,0,1,1,1,1,M
62,68,48,80,0,4,4,1,4,1,10,1,0,1,1,1,M
78,70,31,29,1,2,2,2,0,0,0,1,0,1,1,1,H
72,83,12,90,1,4,4,1,5,0,11,1,1,1,1,1,H
27,90,82,14,1,3,8,1,5,2,11,1,1,1,1,1,H
72,51,42,24,0,8,8,1,5,1,0,1,1,1,0,0,H
55,90,16,40,0,4,4,0,9,0,3,0,0,0,0,1,M
19,80,12,17,1,3,3,1,3,0,3,0,0,1,1,0,M
90,86,82,74,1,2,2,2,1,0,10,0,0,1,1,0,M
0,0,0,4,1,4,4,1,3,0,7,0,0,0,0,0,L
13,80,40,88,0,4,4,0,9,0,3,0,1,1,1,1,H
72,90,12,30,1,4,4,1,5,0,11,1,1,0,0,1,M
75,71,72,53,1,4,4,1,5,0,0,1,1,1,1,1,H
15,21,2,90,1,4,4,1,4,0,7,0,0,0,0,1,M
21,27,52,34,0,4,4,2,1,0,6,1,1,1,1,0,M
17,80,13,10,0,2,2,2,0,1,4,1,0,0,1,1,M
98,90,86,71,1,2,2,1,4,1,1,0,0,1,1,1,H
65,75,23,80,0,11,11,0,9,0,3,0,1,1,1,1,H
11,20,20,98,0,3,3,2,0,1,0,0,0,0,0,0,L
85,15,22,53,1,4,4,1,5,0,0,1,1,1,1,1,M
50,77,14,28,0,3,3,1,5,0,5,0,0,0,0,1,M
12,8,18,26,1,4,4,1,4,1,10,1,0,0,0,0,L
32,60,58,66,1,4,4,1,4,1,10,1,1,1,1,0,M
70,69,46,45,0,3,3,1,5,0,5,0,1,1,1,0,M
66,90,55,12,0,4,4,2,0,1,7,0,0,1,1,0,M
20,14,12,70,0,4,4,0,9,0,3,0,0,0,0,0,L
11,2,9,49,1,3,8,1,5,0,2,1,0,0,0,0,L
70,81,39,84,1,4,4,1,5,2,11,1,0,0,0,1,M
60,60,33,90,0,4,4,1,4,0,7,0,0,0,0,0,M
70,80,95,70,0,0,0,1,4,0,9,1,1,1,1,1,H
35,2,29,23,1,3,3,2,0,1,0,1,0,0,0,0,L
70,80,25,70,0,4,4,1,4,1,7,0,0,1,1,1,M
75,85,73,80,0,3,7,2,0,0,4,1,1,1,1,1,M
17,50,2,4,1,4,4,1,5,2,11,1,0,0,0,0,L
19,70,3,50,1,4,4,2,0,1,7,0,0,0,0,1,L
84,77,79,68,0,3,3,1,5,0,5,1,1,1,1,1,H
87,79,73,98,1,3,8,1,5,0,5,1,0,0,0,1,M
5,3,2,10,1,4,4,1,5,0,11,1,0,1,1,1,L
22,20,18,6,1,4,4,1,4,1,10,1,0,0,0,0,L
92,81,32,36,0,3,3,1,3,0,3,1,1,0,1,1,M
78,88,74,83,0,3,12,2,1,1,10,0,1,1,1,1,H
49,36,32,44,0,3,3,2,1,0,10,0,0,0,0,0,L
25,29,34,33,1,3,3,2,1,1,10,0,0,0,1,0,M
19,30,26,19,0,4,4,1,4,0,3,0,0,1,0,0,M
23,63,71,89,1,8,11,0,8,0,10,1,0,1,1,1,M
29,78,40,12,0,3,3,1,5,0,5,1,0,1,1,0,M
33,33,30,90,0,4,4,0,6,0,7,0,0,0,0,1,M
22,34,15,9,1,3,3,2,1,0,10,1,0,0,0,0,L
7,5,2,80,1,4,4,2,0,1,7,0,0,1,1,0,L
99,96,89,84,1,7,3,1,4,1,1,1,0,1,1,1,H
35,2,29,23,1,3,3,2,0,0,0,1,0,0,0,1,M
10,15,10,21,1,3,3,2,0,0,4,0,0,0,0,0,L
14,97,15,14,0,3,3,2,0,1,4,0,1,0,1,1,H
85,99,42,90,0,3,3,1,5,0,2,0,1,1,1,1,H
10,12,4,80,0,4,4,1,4,1,7,0,0,0,0,1,M
80,44,35,10,0,4,4,2,0,1,7,0,0,0,1,0,L
100,85,85,70,1,3,11,1,4,0,9,0,1,0,0,1,M
65,59,74,83,1,3,3,2,1,1,10,0,1,1,1,1,H
12,30,0,17,1,4,4,2,0,1,7,0,0,0,1,0,L
80,82,76,19,1,3,3,1,5,0,2,0,1,1,1,1,M
72,84,89,89,0,3,12,2,1,1,10,1,1,1,1,1,H
60,87,23,11,0,3,3,2,0,0,4,0,1,1,1,0,M
55,74,25,29,0,3,3,1,5,0,5,1,0,0,0,1,M
42,34,29,39,1,3,3,2,1,1,10,1,0,0,1,0,M
12,20,38,46,1,0,4,1,4,1,10,1,0,0,0,0,M
30,35,28,90,0,4,4,0,6,0,7,0,0,1,1,1,M
98,88,60,31,0,7,3,2,0,0,0,0,1,0,1,1,H
81,84,77,85,1,3,3,1,5,0,6,1,1,1,1,1,H
10,0,2,41,1,3,8,1,5,0,2,0,0,0,0,0,L
7,9,11,10,1,0,0,2,0,1,4,1,1,0,1,0,L
19,6,19,12,1,4,4,1,4,1,8,0,0,1,1,1,M
80,80,51,59,1,8,8,0,8,0,9,1,0,1,1,1,H
41,39,35,39,1,3,3,1,3,0,3,1,0,1,0,0,M
17,13,16,12,1,4,4,0,7,0,7,0,0,1,0,1,M
72,65,73,66,0,6,6,2,0,1,4,1,1,1,1,1,H
79,72,79,83,1,7,3,1,4,1,1,1,0,1,1,1,M
12,26,7,40,0,4,4,2,0,1,7,0,0,1,1,1,M
10,12,20,13,1,3,3,2,1,0,10,0,0,0,0,0,L
70,98,54,72,1,3,7,1,4,0,1,1,1,1,1,1,H
5,2,6,5,1,4,4,1,4,0,8,0,0,1,1,0,L
90,86,85,10,1,3,3,1,5,0,5,1,1,1,1,1,M
23,25,32,53,1,4,4,1,5,0,0,1,0,0,0,1,L
32,80,58,46,0,3,3,1,4,1,10,1,1,1,1,0,M
75,72,64,39,1,3,3,1,5,0,2,0,1,1,1,0,L
72,80,98,96,1,4,4,1,4,1,10,1,1,1,0,1,H
7,4,10,50,1,4,4,2,0,1,7,0,0,0,1,0,M
20,12,15,70,1,4,4,1,4,0,9,0,0,0,1,0,L
65,89,64,82,1,3,3,1,4,0,1,1,0,0,1,1,H
39,26,12,44,1,4,4,2,1,0,0,1,0,0,0,0,L
12,10,20,16,1,4,4,2,0,2,7,0,0,0,0,1,L
15,70,37,44,1,1,1,0,6,0,7,0,1,1,1,1,M
80,88,51,39,1,7,3,2,0,0,0,1,0,1,1,1,H
15,25,37,13,1,4,4,1,5,0,0,1,0,1,1,0,L
10,60,5,20,1,10,10,1,4,0,9,0,0,1,0,0,L
70,89,12,21,0,3,3,1,4,1,1,0,1,0,1,1,H
95,57,74,89,1,7,3,2,1,1,10,0,1,1,1,0,M
8,6,4,22,1,4,4,1,4,1,10,0,1,1,1,0,L
17,21,42,14,1,4,4,1,5,2,11,1,0,1,1,1,M
10,8,9,3,1,5,5,2,0,0,4,0,1,0,1,0,L
10,3,0,30,0,4,4,2,0,2,7,0,0,0,0,1,M
12,21,16,50,0,4,4,1,4,0,8,0,0,1,1,1,M
10,2,13,53,1,1,1,2,0,1,4,1,0,0,0,0,L
72,41,46,27,1,7,3,1,3,0,3,1,1,0,1,1,M
10,10,40,51,1,3,3,2,0,1,0,0,0,0,0,0,L
69,82,20,28,1,2,2,2,0,1,0,0,1,1,1,1,H
10,58,51,48,1,3,3,2,0,0,0,1,0,1,1,0,M
10,17,12,14,1,4,4,2,1,0,6,1,0,0,0,0,L
51,42,12,29,1,1,1,1,5,0,11,1,1,0,0,0,M
90,84,52,30,0,3,3,1,3,0,3,0,1,0,1,1,H
81,75,62,53,1,6,6,1,5,0,0,1,1,0,0,1,M
15,50,24,43,0,3,3,2,1,1,10,0,0,1,0,1,M
53,88,9,33,1,3,3,1,4,1,1,1,0,0,0,1,M
8,22,9,40,1,4,4,2,2,0,3,0,0,0,0,0,L
87,65,82,33,1,12,3,1,5,0,0,1,1,1,1,1,H
25,82,52,20,0,3,3,1,5,0,5,0,0,1,1,0,M
30,10,20,5,1,3,3,2,0,0,4,1,0,0,0,0,L
16,14,6,20,1,4,4,1,4,0,8,0,0,1,1,0,L
70,82,3,73,0,3,3,2,0,1,4,1,1,0,0,1,H
72,87,72,89,1,2,2,1,5,0,6,0,0,1,1,0,M
81,82,69,13,1,3,3,1,5,0,2,1,1,1,1,0,M
79,93,49,23,0,2,2,2,0,1,0,1,1,1,1,1,H
92,80,88,76,1,0,0,1,4,1,10,1,1,1,1,1,H
62,64,72,84,1,2,2,2,1,0,10,1,0,1,1,0,M
8,25,1,70,1,4,4,2,0,0,7,0,0,0,0,0,L
82,89,58,50,0,3,3,1,4,1,10,1,1,1,1,1,H
70,75,55,11,1,10,8,1,4,0,9,1,0,1,0,1,M
55,89,40,40,1,11,11,2,0,1,7,0,0,1,1,1,H
5,4,5,8,0,3,3,1,5,0,2,1,0,0,0,0,L
45,95,12,13,1,4,4,1,5,1,0,1,0,0,0,1,M
78,91,50,40,1,3,7,1,4,0,1,0,1,1,1,1,H
13,82,20,30,0,3,3,2,0,1,4,0,1,0,1,1,H
19,74,32,17,1,0,0,2,1,0,3,1,1,0,1,0,L
59,97,42,70,1,4,4,2,1,0,3,1,0,1,1,1,H
97,87,82,86,0,3,3,1,3,0,3,1,1,0,1,1,H
2,7,4,8,0,3,3,1,5,0,2,0,0,0,0,0,L
15,90,52,83,1,4,4,1,5,1,0,1,1,1,0,1,H
10,79,30,30,0,12,12,1,4,0,9,1,0,0,0,1,M
42,21,2,16,1,3,3,1,3,0,3,0,0,0,0,1,M
13,3,11,9,1,4,4,0,8,0,9,0,0,0,0,0,L
80,80,15,70,1,4,4,1,4,0,9,1,0,1,1,1,H
9,7,21,20,1,9,3,1,5,0,11,1,0,1,1,0,L
25,15,32,53,0,12,12,1,5,0,0,1,0,0,0,1,M
9,7,9,3,0,5,5,1,4,1,1,1,1,0,1,0,L
1,7,6,10,1,4,4,2,0,1,7,0,0,0,0,0,L
20,3,9,3,1,5,5,2,0,1,4,0,1,0,1,0,L
80,51,40,24,1,12,12,1,5,2,11,1,0,0,1,1,M
100,75,50,70,0,3,12,1,4,0,9,1,1,1,0,1,H
2,6,2,8,0,4,4,2,0,1,7,0,0,0,0,0,L
19,19,25,40,1,4,4,1,4,1,7,0,0,1,0,1,M
72,76,66,40,1,3,3,1,5,0,2,1,1,1,1,0,L
20,52,23,33,1,9,9,2,0,1,4,1,1,1,1,0,L
90,88,54,12,0,3,3,1,4,0,1,1,1,1,1,0,M
70,76,65,70,1,3,3,1,5,0,6,1,1,1,1,0,M
78,82,78,53,1,7,3,1,5,0,6,1,0,1,1,1,M
87,93,63,60,0,3,3,1,5,0,5,1,1,1,1,1,H
90,86,82,74,0,7,7,2,1,0,10,0,1,1,1,1,H
8,15,10,40,1,4,4,1,4,0,8,0,0,1,0,1,L
80,97,86,95,0,4,4,2,1,0,6,1,0,1,1,1,M
60,55,30,40,0,3,3,1,4,0,9,1,0,0,0,1,M
80,92,83,43,1,10,10,2,0,1,4,1,1,1,1,1,H
88,81,50,10,0,3,3,1,4,0,1,0,1,1,1,0,M
0,2,3,70,1,4,4,1,4,1,7,0,0,1,1,0,L
10,35,30,13,1,12,12,1,5,0,0,1,1,0,0,0,L
50,70,50,10,1,4,4,2,0,1,7,0,0,1,1,0,H
79,91,49,22,0,3,3,1,5,0,2,1,0,1,1,1,H
96,61,42,94,1,4,4,1,5,2,11,1,1,1,0,1,H
5,21,42,14,1,4,4,1,5,2,11,1,0,0,1,0,L
2,9,7,55,0,1,1,2,0,2,7,0,0,1,1,1,M
83,75,62,53,1,4,4,1,5,0,0,1,1,0,0,1,H
59,90,19,43,0,3,3,1,4,1,1,1,1,0,1,1,H
4,10,11,7,1,3,8,2,0,1,0,0,1,0,1,0,L
82,84,79,79,1,7,3,2,1,1,10,1,1,1,1,0,M
10,15,10,21,1,3,3,2,0,0,4,0,0,0,0,0,L
80,82,64,58,0,3,3,1,5,0,5,0,1,1,1,1,H
86,98,50,20,0,2,2,1,4,0,1,0,1,1,1,1,H
77,80,51,80,1,4,4,2,0,2,7,0,0,0,1,1,M
7,9,5,30,0,4,4,2,0,2,7,0,0,0,0,0,L
89,87,86,15,1,3,3,1,5,0,5,0,1,1,1,1,M
35,2,29,33,1,3,3,2,0,0,4,1,0,0,1,0,L
70,4,39,90,0,4,4,0,9,0,3,0,1,1,1,1,H
30,40,22,66,0,4,4,1,3,0,7,0,0,1,1,1,M
70,82,75,29,1,3,3,1,5,0,2,1,1,1,1,1,M
88,90,76,81,1,7,3,1,4,1,1,0,0,1,1,1,H
80,77,63,83,0,3,7,2,0,0,4,0,1,1,1,1,M
